student_id,class_id,term_id,subject_id,assessment_type,score
134,6,1,8,test,54.13
134,6,1,8,homework,62.14
134,6,1,8,exam,59.73
134,6,1,11,test,66.25
134,6,1,11,homework,75.62
134,6,1,11,exam,60.07
134,6,1,24,test,22.55
134,6,1,24,homework,31.3
134,6,1,24,exam,30.43
134,6,1,5,test,54.01
134,6,1,5,homework,69.58
134,6,1,5,exam,49.53
134,6,1,4,test,29.62
134,6,1,4,homework,51.48
134,6,1,4,exam,54.88
134,6,1,13,test,9.68
134,6,1,13,homework,5.4
134,6,1,13,exam,2.36
134,6,1,2,test,38.04
134,6,1,2,homework,42.95
134,6,1,2,exam,31.15
134,6,1,1,test,44.13
134,6,1,1,homework,40.35
134,6,1,1,exam,47.98
134,6,1,6,test,45.78
134,6,1,6,homework,51.19
134,6,1,6,exam,70.25
94,1,1,23,test,44.05
94,1,1,23,homework,62.32
94,1,1,23,exam,61.22
94,1,1,8,test,48.32
94,1,1,8,homework,38.53
94,1,1,8,exam,40.88
94,1,1,11,test,23.86
94,1,1,11,homework,51.28
94,1,1,11,exam,56.98
94,1,1,24,test,4.45
94,1,1,24,homework,12.29
94,1,1,24,exam,11.08
94,1,1,5,test,16.35
94,1,1,5,homework,13.03
94,1,1,5,exam,14.84
94,1,1,4,test,43.7
94,1,1,4,homework,66.12
94,1,1,4,exam,64.16
94,1,1,13,test,29.31
94,1,1,13,homework,42.04
94,1,1,13,exam,38.01
94,1,1,2,test,52.37
94,1,1,2,homework,86.37
94,1,1,2,exam,56.2
94,1,1,1,test,14.27
94,1,1,1,homework,22.37
94,1,1,1,exam,24.04
94,1,1,6,test,44.2
94,1,1,6,homework,67.44
94,1,1,6,exam,83.5
94,1,2,23,test,33.25
94,1,2,23,homework,36.92
94,1,2,23,exam,34.03
94,1,2,8,test,55.59
94,1,2,8,homework,51.63
94,1,2,8,exam,61.9
94,1,2,11,test,33.37
94,1,2,11,homework,45.71
94,1,2,11,exam,53.99
94,1,2,24,test,60.72
94,1,2,24,homework,64.28
94,1,2,24,exam,80.85
94,1,2,5,test,28.41
94,1,2,5,homework,33.28
94,1,2,5,exam,53.22
94,1,2,4,test,11.69
94,1,2,4,homework,17.31
94,1,2,4,exam,17.3
94,1,2,13,test,37.91
94,1,2,13,homework,58.23
94,1,2,13,exam,75.05
94,1,2,2,test,31.22
94,1,2,2,homework,41.79
94,1,2,2,exam,35.72
94,1,2,1,test,45.24
94,1,2,1,homework,51.29
94,1,2,1,exam,64.36
94,1,2,6,test,63.6
94,1,2,6,homework,71.66
94,1,2,6,exam,82.85
94,1,3,23,test,66.92
94,1,3,23,homework,68.15
94,1,3,23,exam,84.11
94,1,3,8,test,28.49
94,1,3,8,homework,43.02
94,1,3,8,exam,53.32
94,1,3,11,test,31.72
94,1,3,11,homework,31.49
94,1,3,11,exam,27.07
94,1,3,24,test,54.59
94,1,3,24,homework,82.56
94,1,3,24,exam,56.0
94,1,3,5,test,65.97
94,1,3,5,homework,59.74
94,1,3,5,exam,90.17
94,1,3,4,test,28.85
94,1,3,4,homework,52.11
94,1,3,4,exam,57.15
94,1,3,13,test,16.15
94,1,3,13,homework,16.02
94,1,3,13,exam,27.16
94,1,3,2,test,27.81
94,1,3,2,homework,43.2
94,1,3,2,exam,46.38
94,1,3,1,test,20.36
94,1,3,1,homework,25.92
94,1,3,1,exam,19.95
94,1,3,6,test,56.7
94,1,3,6,homework,65.16
94,1,3,6,exam,77.02
94,2,1,23,test,67.07
94,2,1,23,homework,71.77
94,2,1,23,exam,86.56
94,2,1,8,test,14.07
94,2,1,8,homework,16.14
94,2,1,8,exam,27.52
94,2,1,11,test,33.75
94,2,1,11,homework,67.05
94,2,1,11,exam,61.48
94,2,1,24,test,49.79
94,2,1,24,homework,69.66
94,2,1,24,exam,61.77
94,2,1,5,test,45.99
94,2,1,5,homework,66.04
94,2,1,5,exam,59.87
94,2,1,4,test,41.31
94,2,1,4,homework,44.62
94,2,1,4,exam,68.56
94,2,1,13,test,34.43
94,2,1,13,homework,57.66
94,2,1,13,exam,42.92
94,2,1,2,test,18.96
94,2,1,2,homework,13.96
94,2,1,2,exam,16.28
94,2,1,1,test,37.36
94,2,1,1,homework,53.2
94,2,1,1,exam,76.81
94,2,1,6,test,24.93
94,2,1,6,homework,24.93
94,2,1,6,exam,28.92
94,2,2,23,test,75.46
94,2,2,23,homework,85.25
94,2,2,23,exam,88.53
94,2,2,8,test,43.68
94,2,2,8,homework,71.44
94,2,2,8,exam,50.13
94,2,2,11,test,10.93
94,2,2,11,homework,6.21
94,2,2,11,exam,9.23
94,2,2,24,test,58.15
94,2,2,24,homework,63.69
94,2,2,24,exam,97.54
94,2,2,5,test,20.48
94,2,2,5,homework,21.88
94,2,2,5,exam,21.72
94,2,2,4,test,60.3
94,2,2,4,homework,68.79
94,2,2,4,exam,57.4
94,2,2,13,test,14.5
94,2,2,13,homework,20.5
94,2,2,13,exam,19.08
94,2,2,2,test,65.84
94,2,2,2,homework,88.78
94,2,2,2,exam,70.29
94,2,2,1,test,56.18
94,2,2,1,homework,76.63
94,2,2,1,exam,79.02
94,2,2,6,test,57.18
94,2,2,6,homework,61.37
94,2,2,6,exam,60.23
94,2,3,23,test,42.12
94,2,3,23,homework,46.68
94,2,3,23,exam,53.54
94,2,3,8,test,77.22
94,2,3,8,homework,71.54
94,2,3,8,exam,79.76
94,2,3,11,test,9.52
94,2,3,11,homework,4.77
94,2,3,11,exam,14.5
94,2,3,24,test,43.75
94,2,3,24,homework,59.63
94,2,3,24,exam,74.73
94,2,3,5,test,20.52
94,2,3,5,homework,26.4
94,2,3,5,exam,26.27
94,2,3,4,test,62.13
94,2,3,4,homework,84.88
94,2,3,4,exam,78.79
94,2,3,13,test,24.26
94,2,3,13,homework,37.96
94,2,3,13,exam,45.93
94,2,3,2,test,33.59
94,2,3,2,homework,60.85
94,2,3,2,exam,70.09
94,2,3,1,test,58.18
94,2,3,1,homework,79.88
94,2,3,1,exam,67.07
94,2,3,6,test,17.21
94,2,3,6,homework,21.15
94,2,3,6,exam,17.86
94,3,1,23,test,26.13
94,3,1,23,homework,30.27
94,3,1,23,exam,55.89
94,3,1,8,test,23.42
94,3,1,8,homework,23.51
94,3,1,8,exam,30.19
94,3,1,11,test,39.21
94,3,1,11,homework,68.32
94,3,1,11,exam,63.52
94,3,1,24,test,44.53
94,3,1,24,homework,60.7
94,3,1,24,exam,56.4
94,3,1,5,test,6.11
94,3,1,5,homework,16.99
94,3,1,5,exam,9.77
94,3,1,4,test,55.92
94,3,1,4,homework,58.15
94,3,1,4,exam,59.82
94,3,1,13,test,23.38
94,3,1,13,homework,21.88
94,3,1,13,exam,14.64
94,3,1,2,test,66.77
94,3,1,2,homework,81.32
94,3,1,2,exam,65.36
94,3,1,1,test,50.47
94,3,1,1,homework,88.4
94,3,1,1,exam,91.93
94,3,1,6,test,13.47
94,3,1,6,homework,22.39
94,3,1,6,exam,22.07
94,4,1,23,test,16.05
94,4,1,23,homework,19.28
94,4,1,23,exam,14.71
94,4,1,8,test,13.24
94,4,1,8,homework,14.19
94,4,1,8,exam,16.8
94,4,1,11,test,22.52
94,4,1,11,homework,19.49
94,4,1,11,exam,24.88
94,4,1,24,test,54.63
94,4,1,24,homework,76.07
94,4,1,24,exam,65.01
94,4,1,5,test,18.13
94,4,1,5,homework,21.5
94,4,1,5,exam,20.81
94,4,1,4,test,17.19
94,4,1,4,homework,18.12
94,4,1,4,exam,25.94
94,4,1,13,test,21.89
94,4,1,13,homework,40.89
94,4,1,13,exam,45.24
94,4,1,2,test,65.18
94,4,1,2,homework,48.57
94,4,1,2,exam,59.09
94,4,1,1,test,18.37
94,4,1,1,homework,15.98
94,4,1,1,exam,22.61
94,4,1,6,test,31.79
94,4,1,6,homework,35.96
94,4,1,6,exam,31.94
94,4,2,23,test,25.07
94,4,2,23,homework,33.62
94,4,2,23,exam,35.16
94,4,2,8,test,17.27
94,4,2,8,homework,16.7
94,4,2,8,exam,29.66
94,4,2,11,test,6.94
94,4,2,11,homework,15.75
94,4,2,11,exam,19.09
94,4,2,24,test,26.07
94,4,2,24,homework,28.6
94,4,2,24,exam,29.39
94,4,2,5,test,26.82
94,4,2,5,homework,33.32
94,4,2,5,exam,39.16
94,4,2,4,test,5.43
94,4,2,4,homework,11.58
94,4,2,4,exam,12.08
94,4,2,13,test,33.5
94,4,2,13,homework,43.66
94,4,2,13,exam,61.12
94,4,2,2,test,31.87
94,4,2,2,homework,34.62
94,4,2,2,exam,39.63
94,4,2,1,test,31.44
94,4,2,1,homework,56.12
94,4,2,1,exam,57.22
94,4,2,6,test,18.14
94,4,2,6,homework,14.27
94,4,2,6,exam,19.01
94,4,3,23,test,28.79
94,4,3,23,homework,22.77
94,4,3,23,exam,21.88
94,4,3,8,test,47.75
94,4,3,8,homework,57.76
94,4,3,8,exam,76.71
94,4,3,11,test,25.23
94,4,3,11,homework,23.75
94,4,3,11,exam,12.87
94,4,3,24,test,23.03
94,4,3,24,homework,29.05
94,4,3,24,exam,21.08
94,4,3,5,test,29.11
94,4,3,5,homework,32.04
94,4,3,5,exam,35.06
94,4,3,4,test,75.51
94,4,3,4,homework,76.28
94,4,3,4,exam,69.07
94,4,3,13,test,5.07
94,4,3,13,homework,5.22
94,4,3,13,exam,6.21
94,4,3,2,test,15.09
94,4,3,2,homework,27.24
94,4,3,2,exam,27.01
94,4,3,1,test,27.63
94,4,3,1,homework,22.76
94,4,3,1,exam,20.17
94,4,3,6,test,52.05
94,4,3,6,homework,63.32
94,4,3,6,exam,57.44
94,5,1,23,test,36.37
94,5,1,23,homework,43.67
94,5,1,23,exam,41.85
94,5,1,8,test,42.61
94,5,1,8,homework,63.32
94,5,1,8,exam,51.9
94,5,1,11,test,6.4
94,5,1,11,homework,10.78
94,5,1,11,exam,17.3
94,5,1,24,test,25.34
94,5,1,24,homework,31.72
94,5,1,24,exam,19.49
94,5,1,5,test,31.31
94,5,1,5,homework,36.42
94,5,1,5,exam,34.71
94,5,1,4,test,12.43
94,5,1,4,homework,12.17
94,5,1,4,exam,8.42
94,5,1,13,test,66.58
94,5,1,13,homework,51.22
94,5,1,13,exam,51.76
94,5,1,2,test,17.09
94,5,1,2,homework,26.77
94,5,1,2,exam,25.02
94,5,1,1,test,18.66
94,5,1,1,homework,19.91
94,5,1,1,exam,13.64
94,5,1,6,test,11.47
94,5,1,6,homework,15.62
94,5,1,6,exam,13.65
94,5,2,23,test,35.66
94,5,2,23,homework,57.36
94,5,2,23,exam,55.8
94,5,2,8,test,62.6
94,5,2,8,homework,60.33
94,5,2,8,exam,58.55
94,5,2,11,test,23.76
94,5,2,11,homework,27.14
94,5,2,11,exam,28.86
94,5,2,24,test,41.86
94,5,2,24,homework,50.89
94,5,2,24,exam,61.49
94,5,2,5,test,5.08
94,5,2,5,homework,10.72
94,5,2,5,exam,9.99
94,5,2,4,test,17.05
94,5,2,4,homework,19.23
94,5,2,4,exam,22.6
94,5,2,13,test,50.07
94,5,2,13,homework,41.82
94,5,2,13,exam,43.8
94,5,2,2,test,47.39
94,5,2,2,homework,72.9
94,5,2,2,exam,88.95
94,5,2,1,test,32.43
94,5,2,1,homework,44.04
94,5,2,1,exam,29.05
94,5,2,6,test,54.1
94,5,2,6,homework,59.39
94,5,2,6,exam,61.78
94,5,3,23,test,54.61
94,5,3,23,homework,62.17
94,5,3,23,exam,64.98
94,5,3,8,test,51.58
94,5,3,8,homework,68.47
94,5,3,8,exam,60.23
94,5,3,11,test,11.41
94,5,3,11,homework,22.12
94,5,3,11,exam,14.66
94,5,3,24,test,70.4
94,5,3,24,homework,56.1
94,5,3,24,exam,69.0
94,5,3,5,test,77.32
94,5,3,5,homework,83.43
94,5,3,5,exam,81.18
94,5,3,4,test,10.24
94,5,3,4,homework,6.16
94,5,3,4,exam,15.84
94,5,3,13,test,60.28
94,5,3,13,homework,48.53
94,5,3,13,exam,78.11
94,5,3,2,test,17.16
94,5,3,2,homework,19.47
94,5,3,2,exam,30.58
94,5,3,1,test,47.93
94,5,3,1,homework,52.86
94,5,3,1,exam,49.49
94,5,3,6,test,68.71
94,5,3,6,homework,70.11
94,5,3,6,exam,79.51
94,6,1,23,test,20.11
94,6,1,23,homework,29.44
94,6,1,23,exam,41.83
94,6,1,8,test,58.47
94,6,1,8,homework,78.75
94,6,1,8,exam,78.52
94,6,1,11,test,68.29
94,6,1,11,homework,73.22
94,6,1,11,exam,58.07
94,6,1,24,test,26.91
94,6,1,24,homework,32.54
94,6,1,24,exam,35.35
94,6,1,5,test,45.66
94,6,1,5,homework,67.73
94,6,1,5,exam,65.93
94,6,1,4,test,43.85
94,6,1,4,homework,41.71
94,6,1,4,exam,54.38
94,6,1,13,test,10.2
94,6,1,13,homework,12.93
94,6,1,13,exam,6.1
94,6,1,2,test,36.92
94,6,1,2,homework,39.28
94,6,1,2,exam,59.09
94,6,1,1,test,39.19
94,6,1,1,homework,56.0
94,6,1,1,exam,61.3
94,6,1,6,test,57.01
94,6,1,6,homework,60.11
94,6,1,6,exam,51.91
86,1,1,22,test,1.46
86,1,1,22,homework,13.35
86,1,1,22,exam,8.24
86,1,1,21,test,23.54
86,1,1,21,homework,24.95
86,1,1,21,exam,41.62
86,1,1,10,test,24.95
86,1,1,10,homework,21.7
86,1,1,10,exam,28.72
86,1,1,3,test,31.1
86,1,1,3,homework,33.52
86,1,1,3,exam,54.6
86,1,1,6,test,54.32
86,1,1,6,homework,60.67
86,1,1,6,exam,66.07
86,1,1,2,test,46.17
86,1,1,2,homework,83.34
86,1,1,2,exam,80.3
86,1,1,4,test,51.4
86,1,1,4,homework,54.6
86,1,1,4,exam,58.4
86,1,1,13,test,36.26
86,1,1,13,homework,28.96
86,1,1,13,exam,30.41
86,1,1,1,test,17.18
86,1,1,1,homework,17.05
86,1,1,1,exam,16.43
86,1,1,5,test,9.18
86,1,1,5,homework,18.42
86,1,1,5,exam,21.43
86,1,2,22,test,20.88
86,1,2,22,homework,28.26
86,1,2,22,exam,27.97
86,1,2,21,test,22.33
86,1,2,21,homework,33.77
86,1,2,21,exam,42.97
86,1,2,10,test,38.3
86,1,2,10,homework,54.59
86,1,2,10,exam,37.08
86,1,2,3,test,43.06
86,1,2,3,homework,46.23
86,1,2,3,exam,51.26
86,1,2,6,test,44.38
86,1,2,6,homework,65.91
86,1,2,6,exam,82.29
86,1,2,2,test,32.53
86,1,2,2,homework,32.58
86,1,2,2,exam,43.72
86,1,2,4,test,12.14
86,1,2,4,homework,14.94
86,1,2,4,exam,13.66
86,1,2,13,test,51.51
86,1,2,13,homework,60.79
86,1,2,13,exam,87.39
86,1,2,1,test,55.02
86,1,2,1,homework,54.7
86,1,2,1,exam,58.62
86,1,2,5,test,44.09
86,1,2,5,homework,31.82
86,1,2,5,exam,53.12
86,1,3,22,test,27.92
86,1,3,22,homework,27.27
86,1,3,22,exam,20.74
86,1,3,21,test,39.8
86,1,3,21,homework,39.31
86,1,3,21,exam,43.6
86,1,3,10,test,18.04
86,1,3,10,homework,24.65
86,1,3,10,exam,23.33
86,1,3,3,test,24.51
86,1,3,3,homework,22.96
86,1,3,3,exam,31.88
86,1,3,6,test,58.89
86,1,3,6,homework,63.59
86,1,3,6,exam,65.5
86,1,3,2,test,37.91
86,1,3,2,homework,51.03
86,1,3,2,exam,49.27
86,1,3,4,test,39.13
86,1,3,4,homework,30.4
86,1,3,4,exam,54.37
86,1,3,13,test,22.08
86,1,3,13,homework,12.69
86,1,3,13,exam,13.1
86,1,3,1,test,17.54
86,1,3,1,homework,19.11
86,1,3,1,exam,23.67
86,1,3,5,test,51.22
86,1,3,5,homework,76.06
86,1,3,5,exam,90.74
86,2,1,22,test,27.96
86,2,1,22,homework,45.09
86,2,1,22,exam,61.91
86,2,1,21,test,55.22
86,2,1,21,homework,82.82
86,2,1,21,exam,86.81
86,2,1,10,test,25.18
86,2,1,10,homework,28.82
86,2,1,10,exam,28.96
86,2,1,3,test,54.05
86,2,1,3,homework,74.62
86,2,1,3,exam,71.93
86,2,1,6,test,25.2
86,2,1,6,homework,35.25
86,2,1,6,exam,36.63
86,2,1,2,test,19.68
86,2,1,2,homework,20.63
86,2,1,2,exam,18.9
86,2,1,4,test,45.07
86,2,1,4,homework,66.75
86,2,1,4,exam,40.72
86,2,1,13,test,55.93
86,2,1,13,homework,56.01
86,2,1,13,exam,38.96
86,2,1,1,test,36.73
86,2,1,1,homework,42.74
86,2,1,1,exam,63.93
86,2,1,5,test,40.29
86,2,1,5,homework,53.16
86,2,1,5,exam,60.11
86,2,2,22,test,39.85
86,2,2,22,homework,56.29
86,2,2,22,exam,50.5
86,2,2,21,test,5.94
86,2,2,21,homework,14.49
86,2,2,21,exam,14.25
86,2,2,10,test,56.27
86,2,2,10,homework,45.48
86,2,2,10,exam,51.83
86,2,2,3,test,41.76
86,2,2,3,homework,43.8
86,2,2,3,exam,44.02
86,2,2,6,test,49.1
86,2,2,6,homework,41.59
86,2,2,6,exam,46.57
86,2,2,2,test,78.58
86,2,2,2,homework,95.27
86,2,2,2,exam,62.12
86,2,2,4,test,55.57
86,2,2,4,homework,57.16
86,2,2,4,exam,77.55
86,2,2,13,test,13.58
86,2,2,13,homework,17.99
86,2,2,13,exam,14.09
86,2,2,1,test,50.24
86,2,2,1,homework,61.75
86,2,2,1,exam,78.49
86,2,2,5,test,16.38
86,2,2,5,homework,20.15
86,2,2,5,exam,24.88
86,2,3,22,test,36.08
86,2,3,22,homework,35.58
86,2,3,22,exam,58.78
86,2,3,21,test,20.31
86,2,3,21,homework,22.66
86,2,3,21,exam,22.15
86,2,3,10,test,43.32
86,2,3,10,homework,42.69
86,2,3,10,exam,48.85
86,2,3,3,test,40.45
86,2,3,3,homework,45.83
86,2,3,3,exam,39.21
86,2,3,6,test,15.75
86,2,3,6,homework,17.52
86,2,3,6,exam,23.82
86,2,3,2,test,37.29
86,2,3,2,homework,49.55
86,2,3,2,exam,56.14
86,2,3,4,test,53.05
86,2,3,4,homework,63.19
86,2,3,4,exam,69.61
86,2,3,13,test,34.49
86,2,3,13,homework,30.67
86,2,3,13,exam,39.74
86,2,3,1,test,55.65
86,2,3,1,homework,63.94
86,2,3,1,exam,74.41
86,2,3,5,test,20.95
86,2,3,5,homework,28.98
86,2,3,5,exam,41.13
86,3,1,22,test,5.63
86,3,1,22,homework,9.86
86,3,1,22,exam,5.94
86,3,1,21,test,17.32
86,3,1,21,homework,12.27
86,3,1,21,exam,14.88
86,3,1,10,test,65.68
86,3,1,10,homework,61.95
86,3,1,10,exam,62.82
86,3,1,3,test,38.6
86,3,1,3,homework,46.5
86,3,1,3,exam,56.47
86,3,1,6,test,18.28
86,3,1,6,homework,14.21
86,3,1,6,exam,23.25
86,3,1,2,test,64.16
86,3,1,2,homework,57.68
86,3,1,2,exam,60.07
86,3,1,4,test,42.13
86,3,1,4,homework,48.16
86,3,1,4,exam,59.94
86,3,1,13,test,20.67
86,3,1,13,homework,23.27
86,3,1,13,exam,17.81
86,3,1,1,test,48.59
86,3,1,1,homework,61.73
86,3,1,1,exam,65.96
86,3,1,5,test,9.99
86,3,1,5,homework,4.42
86,3,1,5,exam,12.71
86,4,1,22,test,27.57
86,4,1,22,homework,37.92
86,4,1,22,exam,45.65
86,4,1,21,test,53.76
86,4,1,21,homework,40.2
86,4,1,21,exam,70.7
86,4,1,10,test,47.96
86,4,1,10,homework,69.13
86,4,1,10,exam,73.89
86,4,1,3,test,54.24
86,4,1,3,homework,60.42
86,4,1,3,exam,57.52
86,4,1,6,test,34.72
86,4,1,6,homework,43.42
86,4,1,6,exam,44.66
86,4,1,2,test,64.35
86,4,1,2,homework,82.46
86,4,1,2,exam,69.23
86,4,1,4,test,16.27
86,4,1,4,homework,29.89
86,4,1,4,exam,32.26
86,4,1,13,test,20.43
86,4,1,13,homework,41.5
86,4,1,13,exam,37.35
86,4,1,1,test,15.96
86,4,1,1,homework,25.16
86,4,1,1,exam,28.78
86,4,1,5,test,19.98
86,4,1,5,homework,19.65
86,4,1,5,exam,17.16
86,4,2,22,test,30.75
86,4,2,22,homework,39.35
86,4,2,22,exam,41.14
86,4,2,21,test,20.43
86,4,2,21,homework,21.62
86,4,2,21,exam,23.62
86,4,2,10,test,38.08
86,4,2,10,homework,44.14
86,4,2,10,exam,52.62
86,4,2,3,test,69.09
86,4,2,3,homework,47.73
86,4,2,3,exam,71.3
86,4,2,6,test,13.23
86,4,2,6,homework,6.23
86,4,2,6,exam,15.39
86,4,2,2,test,27.22
86,4,2,2,homework,33.41
86,4,2,2,exam,31.21
86,4,2,4,test,7.19
86,4,2,4,homework,6.1
86,4,2,4,exam,9.28
86,4,2,13,test,43.46
86,4,2,13,homework,45.68
86,4,2,13,exam,52.43
86,4,2,1,test,34.68
86,4,2,1,homework,55.41
86,4,2,1,exam,47.44
86,4,2,5,test,31.15
86,4,2,5,homework,49.17
86,4,2,5,exam,53.25
86,4,3,22,test,18.47
86,4,3,22,homework,23.38
86,4,3,22,exam,21.95
86,4,3,21,test,17.76
86,4,3,21,homework,26.69
86,4,3,21,exam,25.25
86,4,3,10,test,40.2
86,4,3,10,homework,61.37
86,4,3,10,exam,65.53
86,4,3,3,test,49.2
86,4,3,3,homework,65.94
86,4,3,3,exam,83.82
86,4,3,6,test,57.35
86,4,3,6,homework,72.22
86,4,3,6,exam,58.59
86,4,3,2,test,19.12
86,4,3,2,homework,25.97
86,4,3,2,exam,19.43
86,4,3,4,test,70.35
86,4,3,4,homework,86.11
86,4,3,4,exam,100.0
86,4,3,13,test,5.9
86,4,3,13,homework,5.35
86,4,3,13,exam,4.31
86,4,3,1,test,16.97
86,4,3,1,homework,25.7
86,4,3,1,exam,23.99
86,4,3,5,test,21.27
86,4,3,5,homework,31.64
86,4,3,5,exam,39.55
86,5,1,22,test,61.56
86,5,1,22,homework,44.8
86,5,1,22,exam,77.68
86,5,1,21,test,17.48
86,5,1,21,homework,18.2
86,5,1,21,exam,27.48
86,5,1,10,test,23.44
86,5,1,10,homework,18.72
86,5,1,10,exam,34.06
86,5,1,3,test,57.3
86,5,1,3,homework,47.87
86,5,1,3,exam,55.39
86,5,1,6,test,6.81
86,5,1,6,homework,10.13
86,5,1,6,exam,11.89
86,5,1,2,test,18.62
86,5,1,2,homework,16.99
86,5,1,2,exam,35.04
86,5,1,4,test,2.92
86,5,1,4,homework,11.12
86,5,1,4,exam,11.55
86,5,1,13,test,64.4
86,5,1,13,homework,78.98
86,5,1,13,exam,56.24
86,5,1,1,test,9.02
86,5,1,1,homework,16.42
86,5,1,1,exam,14.04
86,5,1,5,test,29.61
86,5,1,5,homework,40.75
86,5,1,5,exam,39.05
86,5,2,22,test,23.11
86,5,2,22,homework,43.77
86,5,2,22,exam,39.52
86,5,2,21,test,53.67
86,5,2,21,homework,76.67
86,5,2,21,exam,99.81
86,5,2,10,test,35.23
86,5,2,10,homework,37.05
86,5,2,10,exam,44.04
86,5,2,3,test,56.68
86,5,2,3,homework,71.15
86,5,2,3,exam,66.06
86,5,2,6,test,45.94
86,5,2,6,homework,63.71
86,5,2,6,exam,67.08
86,5,2,2,test,72.37
86,5,2,2,homework,65.53
86,5,2,2,exam,95.25
86,5,2,4,test,11.01
86,5,2,4,homework,15.17
86,5,2,4,exam,18.09
86,5,2,13,test,31.31
86,5,2,13,homework,35.09
86,5,2,13,exam,58.56
86,5,2,1,test,37.3
86,5,2,1,homework,49.2
86,5,2,1,exam,44.84
86,5,2,5,test,9.46
86,5,2,5,homework,8.06
86,5,2,5,exam,9.99
86,5,3,22,test,49.61
86,5,3,22,homework,86.59
86,5,3,22,exam,58.36
86,5,3,21,test,79.66
86,5,3,21,homework,74.65
86,5,3,21,exam,71.8
86,5,3,10,test,14.28
86,5,3,10,homework,22.76
86,5,3,10,exam,19.84
86,5,3,3,test,52.01
86,5,3,3,homework,75.89
86,5,3,3,exam,89.96
86,5,3,6,test,60.77
86,5,3,6,homework,63.59
86,5,3,6,exam,87.5
86,5,3,2,test,23.38
86,5,3,2,homework,24.4
86,5,3,2,exam,22.69
86,5,3,4,test,7.29
86,5,3,4,homework,11.68
86,5,3,4,exam,5.53
86,5,3,13,test,42.65
86,5,3,13,homework,45.19
86,5,3,13,exam,69.39
86,5,3,1,test,49.35
86,5,3,1,homework,52.32
86,5,3,1,exam,55.5
86,5,3,5,test,52.36
86,5,3,5,homework,88.49
86,5,3,5,exam,80.82
86,6,1,22,test,15.89
86,6,1,22,homework,13.79
86,6,1,22,exam,19.85
86,6,1,21,test,24.68
86,6,1,21,homework,32.1
86,6,1,21,exam,29.47
86,6,1,10,test,59.86
86,6,1,10,homework,75.43
86,6,1,10,exam,58.2
86,6,1,3,test,43.94
86,6,1,3,homework,59.34
86,6,1,3,exam,75.66
86,6,1,6,test,51.27
86,6,1,6,homework,60.73
86,6,1,6,exam,74.95
86,6,1,2,test,38.37
86,6,1,2,homework,37.33
86,6,1,2,exam,60.28
86,6,1,4,test,49.85
86,6,1,4,homework,44.87
86,6,1,4,exam,38.87
86,6,1,13,test,10.41
86,6,1,13,homework,8.31
86,6,1,13,exam,13.45
86,6,1,1,test,37.44
86,6,1,1,homework,51.98
86,6,1,1,exam,53.27
86,6,1,5,test,65.77
86,6,1,5,homework,64.55
86,6,1,5,exam,67.68
42,1,1,23,test,45.21
42,1,1,23,homework,57.97
42,1,1,23,exam,51.53
42,1,1,8,test,34.65
42,1,1,8,homework,52.63
42,1,1,8,exam,68.13
42,1,1,11,test,31.76
42,1,1,11,homework,41.74
42,1,1,11,exam,42.43
42,1,1,24,test,7.42
42,1,1,24,homework,9.81
42,1,1,24,exam,13.52
42,1,1,5,test,14.97
42,1,1,5,homework,12.75
42,1,1,5,exam,14.26
42,1,1,4,test,49.42
42,1,1,4,homework,49.98
42,1,1,4,exam,66.62
42,1,1,13,test,24.9
42,1,1,13,homework,37.02
42,1,1,13,exam,38.1
42,1,1,2,test,66.45
42,1,1,2,homework,84.71
42,1,1,2,exam,83.76
42,1,1,1,test,21.56
42,1,1,1,homework,25.19
42,1,1,1,exam,20.48
42,1,1,6,test,51.18
42,1,1,6,homework,61.74
42,1,1,6,exam,51.28
42,1,2,23,test,24.2
42,1,2,23,homework,30.46
42,1,2,23,exam,37.72
42,1,2,8,test,40.13
42,1,2,8,homework,47.0
42,1,2,8,exam,69.64
42,1,2,11,test,31.43
42,1,2,11,homework,43.45
42,1,2,11,exam,40.94
42,1,2,24,test,55.45
42,1,2,24,homework,64.04
42,1,2,24,exam,77.35
42,1,2,5,test,27.82
42,1,2,5,homework,51.96
42,1,2,5,exam,36.81
42,1,2,4,test,12.61
42,1,2,4,homework,16.4
42,1,2,4,exam,13.01
42,1,2,13,test,67.52
42,1,2,13,homework,81.92
42,1,2,13,exam,91.25
42,1,2,2,test,25.83
42,1,2,2,homework,35.09
42,1,2,2,exam,34.58
42,1,2,1,test,45.15
42,1,2,1,homework,45.51
42,1,2,1,exam,59.55
42,1,2,6,test,70.07
42,1,2,6,homework,81.83
42,1,2,6,exam,78.59
42,1,3,23,test,70.46
42,1,3,23,homework,73.71
42,1,3,23,exam,93.35
42,1,3,8,test,34.17
42,1,3,8,homework,35.17
42,1,3,8,exam,35.79
42,1,3,11,test,23.76
42,1,3,11,homework,34.95
42,1,3,11,exam,41.32
42,1,3,24,test,64.03
42,1,3,24,homework,55.67
42,1,3,24,exam,75.25
42,1,3,5,test,47.69
42,1,3,5,homework,53.31
42,1,3,5,exam,55.21
42,1,3,4,test,46.98
42,1,3,4,homework,33.1
42,1,3,4,exam,48.75
42,1,3,13,test,23.3
42,1,3,13,homework,19.96
42,1,3,13,exam,24.41
42,1,3,2,test,27.43
42,1,3,2,homework,47.42
42,1,3,2,exam,35.01
42,1,3,1,test,22.21
